"","title","firstname","middlename","lastname","name_suffix","nickname","party","state","district","in_office","gender","phone","fax","website","webform","congress_office","bioguide_id","votesmart_id","fec_id","govtrack_id","crp_id","twitter_id","congresspedia_url","youtube_url","facebook_id","official_rss","senate_class","birthdate","oc_email"
"739","Rep","Paul","D.","Ryan","","","R","WI","1",1,"M","202-225-3031","202-225-3393","https://paulryan.house.gov","","1233 Longworth House Office Building","R000570",26344,"H8WI01024",400351,"N00004357","SpeakerRyan","http://www.opencongress.org/wiki/Paul_Ryan","http://youtube.com/reppaulryan","speakerryan",NA,"","1970-01-29","Rep.Paulryan@opencongress.org"
"744","Rep","Mike","","Rogers","","","R","AL","3",1,"M","202-225-3261","202-226-8485","https://mikerogers.house.gov","","2184 Rayburn House Office Building","R000575",5705,"H2AL03032",400341,"N00024759","RepMikeRogersAL","http://www.opencongress.org/wiki/Michael_Rogers","http://youtube.com/MikeRogersAL03","CongressmanMikeDRogers",NA,"","1958-07-16","Rep.Mikerogers@opencongress.org"
"747","Rep","David","G.","Reichert","","","R","WA","8",1,"M","202-225-7761","202-225-4282","https://reichert.house.gov","","1127 Longworth House Office Building","R000578",51346,"H4WA08071",400660,"N00026885","DaveReichert","http://www.opencongress.org/wiki/David_George_Reichert","http://youtube.com/repdavereichert","repdavereichert",NA,"","1950-08-29","Rep.Reichert@opencongress.org"
"748","Rep","Peter","J.","Roskam","","","R","IL","6",1,"M","202-225-4561","202-225-1166","https://roskam.house.gov","","2246 Rayburn House Office Building","R000580",6382,"H6IL06117",412202,"N00004719","PeterRoskam","http://www.opencongress.org/wiki/Peter_Roskam","http://youtube.com/RoskamIL06","PeterRoskam",NA,"","1961-09-13","Rep.Roskam@opencongress.org"
"750","Rep","David","P.","Roe","","Phil","R","TN","1",1,"M","202-225-6356","202-225-6356","https://roe.house.gov","","336 Cannon House Office Building","R000582",65306,"H6TN01388",412310,"N00028463","DrPhilRoe","http://www.opencongress.org/wiki/David_Roe","http://youtube.com/drphilroe","DrPhilRoe",NA,"","1945-07-21","Rep.Roe@opencongress.org"
"751","Rep","Thomas","J.","Rooney","","","R","FL","17",1,"M","202-225-5792","202-225-3132","https://rooney.house.gov","","2160 Rayburn House Office Building","R000583",107800,"H8FL16022",412311,"N00029018","TomRooney","http://www.opencongress.org/wiki/Tom_Rooney","http://youtube.com/CongressmanRooney","reptomrooney",NA,"","1970-11-21","Rep.Rooney@opencongress.org"
"752","Sen","James","","Risch","","","R","ID","Junior Seat",1,"M","202-224-2752","202-224-2573","https://www.risch.senate.gov","http://www.risch.senate.gov/public/index.cfm?p=Email","483 Russell Senate Office Building","R000584",2919,"S8ID00092",412322,"N00029441","SenatorRisch","http://www.opencongress.org/wiki/James_Risch","http://youtube.com/SenatorJamesRisch","",NA,"II","1943-05-03","Sen.Risch@opencongress.org"
"753","Rep","Tom","W.","Reed","II","","R","NY","23",1,"M","202-225-3161","202-226-6599","https://reed.house.gov","","2437 Rayburn House Office Building","R000585",127046,"H0NY29054",412393,"N00030949","RepTomReed","http://www.opencongress.org/wiki/Tom_Reed","http://youtube.com/CongressmanTomReed","RepTomReed",NA,"","1971-11-18","Rep.Reed@opencongress.org"
"754","Rep","James","B.","Renacci","","","R","OH","16",1,"M","202-225-3876","202-225-3059","https://renacci.house.gov","","328 Cannon House Office Building","R000586",120678,"H0OH16097",412462,"N00031127","RepJimRenacci","http://www.opencongress.org/wiki/Jim_Renacci","http://youtube.com/repjimrenacci","repjimrenacci",NA,"","1958-12-03","Rep.Renacci@opencongress.org"
"759","Rep","Martha","","Roby","","","R","AL","2",1,"F","202-225-2901","202-225-8913","https://roby.house.gov","","442 Cannon House Office Building","R000591",71604,"H0AL02087",412394,"N00030768","RepMarthaRoby","http://www.opencongress.org/wiki/Martha_Roby","http://youtube.com/reproby","Representative.Martha.Roby",NA,"","1976-07-27","Rep.Roby@opencongress.org"
"760","Rep","Todd","","Rokita","","","R","IN","4",1,"M","202-225-5037","202-226-0544","http://rokita.house.gov","","2439 Rayburn House Office Building","R000592",34167,"H0IN04170",412426,"N00031741","ToddRokita","http://www.opencongress.org/wiki/Todd_Rokita","http://youtube.com/reptoddrokita","RepToddRokita",NA,"","1970-02-09","Rep.Rokita@opencongress.org"
"761","Rep","Dennis","A.","Ross","","","R","FL","15",1,"M","202-225-1252","202-226-0585","https://dennisross.house.gov","","436 Cannon House Office Building","R000593",12813,"H0FL12101",412411,"N00030645","RepDennisRoss","http://www.opencongress.org/wiki/Dennis_Ross","http://youtube.com/RepDennisRoss","dennis.ross.376",NA,"","1959-10-18","Rep.Dennisross@opencongress.org"
"763","Sen","Marco","","Rubio","","","R","FL","Junior Seat",1,"M","202-224-3041","202-228-0285","https://www.rubio.senate.gov","http://www.rubio.senate.gov/public/index.cfm/contact","284 Russell Senate Office Building","R000595",1601,"S0FL00338",412491,"N00030612","SenRubioPress","http://www.opencongress.org/wiki/Marco_Rubio","http://youtube.com/SenatorMarcoRubio","SenatorMarcoRubio",NA,"III","1971-05-28","Sen.Rubio@opencongress.org"
"764","Rep","Tom","","Rice","","","R","SC","7",1,"M","202-225-9895","","https://rice.house.gov","","223 Cannon House Office Building","R000597",132382,"H2SC07066",412572,"N00033832","RepTomRice","","http://youtube.com/RepTomRice","reptomrice",NA,"","1957-08-04","Rep.Rice@opencongress.org"
"765","Rep","Keith","J.","Rothfus","","","R","PA","12",1,"M","202-225-2065","202-225-5709","https://rothfus.house.gov","","1205 Longworth House Office Building","R000598",119466,"H0PA04220",412570,"N00031253","KeithRothfus","","http://youtube.com/reprothfus","keithrothfus",NA,"","1962-04-25","Rep.Rothfus@opencongress.org"
"779","Rep","Marshall","","Sanford","","Mark","R","SC","1",1,"M","202-225-3176","843-521-2535","https://sanford.house.gov","","2211 Rayburn House Office Building","S000051",21991,"H4SC01073",400607,"N00002424","RepSanfordSC","","http://youtube.com/RepSanfordSC","RepSanfordSC",NA,"","1960-05-28","Rep.Sanford@opencongress.org"
"783","Rep","F.","James","Sensenbrenner","Jr.","","R","WI","5",1,"M","202-225-5101","202-225-3190","https://sensenbrenner.house.gov","","2449 Rayburn House Office Building","S000244",27142,"H8WI09050",400365,"N00004291","JimPressOffice","http://www.opencongress.org/wiki/James_Sensenbrenner","http://youtube.com/RepSensenbrenner","RepSensenbrenner",NA,"","1943-06-14","Rep.Sensenbrenner@opencongress.org"
"785","Rep","Pete","A.","Sessions","","","R","TX","32",1,"M","202-225-2231","202-225-5878","https://sessions.house.gov","","2233 Rayburn House Office Building","S000250",288,"H2TX03126",400367,"N00005681","PeteSessions","http://www.opencongress.org/wiki/Peter_Sessions","http://youtube.com/PeteSessions","petesessions",NA,"","1955-03-22","Rep.Sessions@opencongress.org"
"787","Sen","Richard","C.","Shelby","","","R","AL","Senior Seat",1,"M","202-224-5744","202-224-3416","https://www.shelby.senate.gov","https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby","304 Russell Senate Office Building","S000320",53266,"S6AL00013",300089,"N00009920","SenShelby","http://www.opencongress.org/wiki/Richard_Shelby","http://youtube.com/SenatorRichardShelby","RichardShelby",NA,"III","1934-05-06","Sen.Shelby@opencongress.org"
"789","Rep","John","M.","Shimkus","","","R","IL","15",1,"M","202-225-5271","202-225-5880","https://shimkus.house.gov","","2217 Rayburn House Office Building","S000364",246,"H2IL20042",400373,"N00004961","RepShimkus","http://www.opencongress.org/wiki/John_Shimkus","http://youtube.com/repshimkus","repshimkus",NA,"","1958-02-21","Rep.Shimkus@opencongress.org"
"793","Rep","Christopher","H.","Smith","","Chris","R","NJ","4",1,"M","202-225-3765","202-225-7768","https://chrissmith.house.gov","","2373 Rayburn House Office Building","S000522",26952,"H8NJ04014",400380,"N00009816","RepChrisSmith","http://www.opencongress.org/wiki/Christopher_Smith","http://youtube.com/USRepChrisSmith","RepChrisSmith",NA,"","1953-03-04","Rep.Chrissmith@opencongress.org"
"794","Rep","Lamar","S.","Smith","","","R","TX","21",1,"M","202-225-4236","202-225-8628","https://lamarsmith.house.gov","","2409 Rayburn House Office Building","S000583",27097,"H6TX21012",400381,"N00001811","LamarSmithTX21","http://www.opencongress.org/wiki/Lamar_Smith","http://youtube.com/lamarsmithtexas21","LamarSmithTX21",NA,"","1947-11-19","Rep.Lamarsmith@opencongress.org"
"805","Sen","Jefferson","B.","Sessions","","Jeff","R","AL","Junior Seat",0,"M","202-224-4124","202-224-3149","http://www.sessions.senate.gov/public","http://www.sessions.senate.gov/public/index.cfm/contact-jeff","326 Russell Senate Office Building","S001141",443,"S6AL00195",300088,"N00003062","SenatorSessions","http://www.opencongress.org/wiki/Jefferson_Sessions","http://youtube.com/SenatorSessions","23444159584",NA,"II","1946-12-24",""
"810","Rep","Michael","K.","Simpson","","Mike","R","ID","2",1,"M","202-225-5531","202-225-8216","https://simpson.house.gov","","2084 Rayburn House Office Building","S001148",2917,"H8ID02064",400376,"N00006263","CongMikeSimpson","http://www.opencongress.org/wiki/Michael_Simpson","http://youtube.com/CongMikeSimpson","96007744606",NA,"","1950-09-08","Rep.Simpson@opencongress.org"
"813","Rep","Bill","","Shuster","","","R","PA","9",1,"M","202-225-2431","202-225-2486","https://shuster.house.gov","","2079 Rayburn House Office Building","S001154",55693,"H2PA09035",409888,"N00013770","RepBillShuster","http://www.opencongress.org/wiki/Bill_Shuster","http://youtube.com/repshuster","Rep.Shuster",NA,"","1961-01-10","Rep.Shuster@opencongress.org"
"827","Rep","Adrian","","Smith","","","R","NE","3",1,"M","202-225-6435","202-225-0207","https://adriansmith.house.gov","","320 Cannon House Office Building","S001172",21284,"H6NE03115",412217,"N00027623","RepAdrianSmith","http://www.opencongress.org/wiki/Adrian_Smith","http://youtube.com/RepAdrianSmith","",NA,"","1970-12-19","Rep.Adriansmith@opencongress.org"
"831","Rep","Steve","Joseph","Scalise","","","R","LA","1",1,"M","202-225-3015","202-226-0386","https://scalise.house.gov","","2338 Rayburn House Office Building","S001176",9026,"H0LA01087",412261,"N00009660","SteveScalise","http://www.opencongress.org/wiki/Stephen_Scalise","http://youtube.com/RepSteveScalise","RepSteveScalise",NA,"","1965-10-06","Rep.Scalise@opencongress.org"
"838","Rep","David","","Schweikert","","","R","AZ","6",1,"M","202-225-2190","202-225-0096","https://schweikert.house.gov","","2059 Rayburn House Office Building","S001183",106387,"H4AZ06045",412399,"N00006460","RepDavid","http://www.opencongress.org/wiki/David_Schweikert","http://youtube.com/RepDavidSchweikert","repdavidschweikert",NA,"","1962-03-03","Rep.Schweikert@opencongress.org"
"839","Sen","Tim","","Scott","","","R","SC","Junior Seat",1,"M","202-224-6121","202-225-3407","https://www.scott.senate.gov","https://www.scott.senate.gov/contact/email-me","717 Hart Senate Office Building","S001184",11940,"H0SC01279",412471,"N00031782","SenatorTimScott","http://www.opencongress.org/wiki/Tim_Scott","http://youtube.com/SenatorTimScott","SenatorTimScott",NA,"III","1965-09-19","Sen.Scott@opencongress.org"
"842","Rep","Steve","","Stivers","","","R","OH","15",1,"M","202-225-2015","202-225-3529","https://stivers.house.gov","","1022 Longworth House Office Building","S001187",45333,"H8OH15076",412461,"N00029574","RepSteveStivers","http://www.opencongress.org/wiki/Steve_Stivers","http://youtube.com/RepSteveStivers","116058275133542",NA,"","1965-03-24","Rep.Stivers@opencongress.org"
"844","Rep","Austin","","Scott","","","R","GA","8",1,"M","202-225-6531","202-225-3013","https://austinscott.house.gov","","2417 Rayburn House Office Building","S001189",11812,"H0GA08099",412417,"N00032457","AustinScottGA08","http://www.opencongress.org/wiki/Austin_Scott","http://youtube.com/RepAustinScott","RepAustinScott",NA,"","1969-12-10","Rep.Austinscott@opencongress.org"
"847","Rep","Chris","","Stewart","","","R","UT","2",1,"M","202-225-9730","801-364-5551","https://stewart.house.gov","","323 Cannon House Office Building","S001192",135930,"H2UT02324",412581,"N00033932","RepChrisStewart","","http://youtube.com/repchrisstewart","RepChrisStewart",NA,"","1960-07-15","Rep.Stewart@opencongress.org"
"850","Rep","Jason","T.","Smith","","","R","MO","8",1,"M","202-225-4404","202-226-0326","https://jasonsmith.house.gov","","1118 Longworth House Office Building","S001195",59318,"H4MO08162",412596,"N00035282","RepJasonSmith","","http://youtube.com/RepJasonSmith","repjasonsmith",NA,"","1980-06-16","Rep.Jasonsmith@opencongress.org"
"862","Rep","Mac","M.","Thornberry","","","R","TX","13",1,"M","202-225-3706","202-225-3486","https://thornberry.house.gov","","2208 Rayburn House Office Building","T000238",21706,"H4TX13014",400404,"N00006052","MacTXPress","http://www.opencongress.org/wiki/William_Thornberry","http://youtube.com/RepMacThornberry","repmacthornberry",NA,"","1958-07-15","Rep.Thornberry@opencongress.org"
"863","Sen","John","","Thune","","","R","SD","Senior Seat",1,"M","202-224-2321","202-228-5429","https://www.thune.senate.gov","http://www.thune.senate.gov/public/index.cfm/contact","511 Dirksen Senate Office Building","T000250",398,"S2SD00068",400546,"N00004572","SenJohnThune","http://www.opencongress.org/wiki/John_Thune","http://youtube.com/johnthune","",NA,"III","1961-01-07","Sen.Thune@opencongress.org"
"870","Sen","Patrick","J.","Toomey","","Pat","R","PA","Junior Seat",1,"M","202-224-4254","202-228-0284","https://www.toomey.senate.gov","https://www.toomey.senate.gov/?p=contact","248 Russell Senate Office Building","T000461",24096,"S4PA00121",400408,"N00001489","SenToomey","http://www.opencongress.org/wiki/Pat_Toomey","http://youtube.com/sentoomey","senatortoomey",NA,"III","1961-11-17","Sen.Toomey@opencongress.org"
"871","Rep","Patrick","J.","Tiberi","","Pat","R","OH","12",1,"M","202-225-5355","202-226-4523","https://tiberi.house.gov","","1203 Longworth House Office Building","T000462",8404,"H0OH12062",400406,"N00009699","pattiberi","http://www.opencongress.org/wiki/Patrick_Tiberi","http://youtube.com/PatTiberi","RepPatTiberi",NA,"","1962-10-21","Rep.Tiberi@opencongress.org"
"872","Rep","Michael","R.","Turner","","","R","OH","10",1,"M","202-225-6465","202-225-6754","https://turner.house.gov","","2368 Rayburn House Office Building","T000463",45519,"H2OH03067",400411,"N00025175","RepMikeTurner","http://www.opencongress.org/wiki/Michael_Turner","http://youtube.com/CongressmanTurner","RepMikeTurner",NA,"","1960-01-11","Rep.Turner@opencongress.org"
"876","Rep","Glenn","","Thompson","","","R","PA","5",1,"M","202-225-5121","202-225-5796","https://thompson.house.gov","","124 Cannon House Office Building","T000467",24046,"H8PA05071",412317,"N00029736","CongressmanGT","http://www.opencongress.org/wiki/Glenn_Thompson","http://youtube.com/CongressmanGT","CongressmanGT",NA,"","1959-07-27","Rep.Thompson@opencongress.org"
"879","Rep","Scott","R.","Tipton","","","R","CO","3",1,"M","202-225-4761","202-226-9669","https://tipton.house.gov","","218 Cannon House Office Building","T000470",65403,"H6CO03139",412405,"N00027509","RepTipton","http://www.opencongress.org/wiki/Scott_Tipton","http://youtube.com/RepScottTipton","CongressmanScottTipton",NA,"","1956-11-09","Rep.Tipton@opencongress.org"
"887","Rep","Fred","Stephen","Upton","","","R","MI","6",1,"M","202-225-3761","202-225-4986","https://upton.house.gov","","2183 Rayburn House Office Building","U000031",26906,"H6MI04113",400414,"N00004133","RepFredUpton","http://www.opencongress.org/wiki/Frederick_Stephen_Upton","http://youtube.com/RepFredUpton","RepFredUpton",NA,"","1953-04-23","Rep.Upton@opencongress.org"
"895","Rep","David","G.","Valadao","","","R","CA","21",1,"M","202-225-4695","202-226-3196","https://valadao.house.gov","","1728 Longworth House Office Building","V000129",120200,"H2CA20094",412515,"N00033367","RepDavidValadao","","http://youtube.com/congressmanvaladao","CongressmanDavidValadao",NA,"","1977-04-14","Rep.Valadao@opencongress.org"
"909","Sen","Roger","F.","Wicker","","","R","MS","Junior Seat",1,"M","202-224-6253","202-228-0378","https://www.wicker.senate.gov","https://www.wicker.senate.gov/public/index.cfm/contact","555 Dirksen Senate Office Building","W000437",21926,"H4MS01078",400432,"N00003280","SenatorWicker","http://www.opencongress.org/wiki/Roger_Wicker","http://youtube.com/SenatorWicker","SenatorWicker",NA,"I","1951-07-05","Sen.Wicker@opencongress.org"
"915","Rep","Greg","P.","Walden","","","R","OR","2",1,"M","202-225-6730","202-225-5774","https://walden.house.gov","","2185 Rayburn House Office Building","W000791",2979,"H6OR02116",400419,"N00007690","RepGregWalden","http://www.opencongress.org/wiki/Greg_Walden","http://youtube.com/RepGregWalden","repgregwalden",NA,"","1957-01-10","Rep.Walden@opencongress.org"
"919","Rep","Joe","G.","Wilson","","","R","SC","2",1,"M","202-225-2452","202-225-2455","https://joewilson.house.gov","","1436 Longworth House Office Building","W000795",3985,"H2SC02059",400433,"N00024809","RepJoeWilson","http://www.opencongress.org/wiki/Addison_Wilson","http://youtube.com/RepJoeWilson","JoeWilson",NA,"","1947-07-31","Rep.Joewilson@opencongress.org"
"922","Rep","Tim","","Walberg","","","R","MI","7",1,"M","202-225-6276","202-225-6281","https://walberg.house.gov","","2436 Rayburn House Office Building","W000798",8618,"H4MI07103",412213,"N00026368","RepWalberg","http://www.opencongress.org/wiki/Timothy_Walberg","http://youtube.com/RepWalberg","RepWalberg",NA,"","1951-04-12","Rep.Walberg@opencongress.org"
"928","Rep","Robert","J.","Wittman","","","R","VA","1",1,"M","202-225-4261","202-225-4382","https://wittman.house.gov","","2055 Rayburn House Office Building","W000804",58133,"H8VA01147",412255,"N00029459","RobWittman","http://www.opencongress.org/wiki/Robert_Wittman","http://youtube.com/RobWittman","RepRobWittman",NA,"","1959-02-03","Rep.Wittman@opencongress.org"
"930","Rep","Daniel","","Webster","","","R","FL","11",1,"M","202-225-1002","202-225-0999","https://webster.house.gov","","1210 Longworth House Office Building","W000806",24302,"H0FL08208",412410,"N00026335","RepWebster","http://www.opencongress.org/wiki/Daniel_Webster","http://youtube.com/repdanwebster","RepWebster",NA,"","1949-04-27","Rep.Webster@opencongress.org"
"933","Rep","Steve","","Womack","","","R","AR","3",1,"M","202-225-4301","202-225-5713","https://womack.house.gov","","2412 Rayburn House Office Building","W000809",71815,"H0AR03055",412402,"N00031857","Rep_SteveWomack","http://www.opencongress.org/wiki/Steve_Womack","http://youtube.com/CongressmanWomack","RepSteveWomack",NA,"","1957-02-18","Rep.Womack@opencongress.org"
"934","Rep","Rob","","Woodall","","","R","GA","7",1,"M","202-225-4272","202-225-4696","https://woodall.house.gov","","1724 Longworth House Office Building","W000810",122251,"H0GA07133",412416,"N00032416","RepRobWoodall","http://www.opencongress.org/wiki/Rob_Woodall","http://youtube.com/RobWoodallGA07","RepRobWoodall",NA,"","1970-02-11","Rep.Woodall@opencongress.org"
"937","Rep","Jackie","","Walorski","","","R","IN","2",1,"F","202-225-3915","202-225-6798","https://walorski.house.gov","","419 Cannon House Office Building","W000813",34205,"H0IN02190",412538,"N00031226","RepWalorski","","http://youtube.com/repwalorski","RepJackieWalorski",NA,"","1963-08-17","Rep.Walorski@opencongress.org"
"938","Rep","Randy","K.","Weber","","","R","TX","14",1,"M","202-225-2831","202-225-0271","https://weber.house.gov","","1708 Longworth House Office Building","W000814",102026,"H2TX14149",412574,"N00033539","TXRandy14","","http://youtube.com/TXRandy14","TXRandy14",NA,"","1953-07-02","Rep.Weber@opencongress.org"
"939","Rep","Brad","R.","Wenstrup","","","R","OH","2",1,"M","202-225-3164","202-225-1992","https://wenstrup.house.gov","","2419 Rayburn House Office Building","W000815",135326,"H2OH02085",412564,"N00033310","RepBradWenstrup","","http://youtube.com/repbradwenstrup","RepBradWenstrup",NA,"","1958-06-17","Rep.Wenstrup@opencongress.org"
"947","Rep","Don","E.","Young","","","R","AK","0",1,"M","202-225-5765","202-225-0425","https://donyoung.house.gov","","2314 Rayburn House Office Building","Y000033",26717,"H6AK00045",400440,"N00007999","RepDonYoung","http://www.opencongress.org/wiki/Donald_Young","http://youtube.com/RepDonYoung","RepDonYoung",NA,"","1933-06-09","Rep.Donyoung@opencongress.org"
"949","Rep","Kevin","","Yoder","","","R","KS","3",1,"M","202-225-2865","202-225-2807","https://yoder.house.gov","","2433 Rayburn House Office Building","Y000063",34433,"H0KS03137",412430,"N00031502","RepKevinYoder","http://www.opencongress.org/wiki/Kevin_Yoder","http://youtube.com/RepYoder","CongressmanKevinYoder",NA,"","1976-01-08","Rep.Yoder@opencongress.org"
"950","Sen","Todd","C.","Young","","","R","IN","Junior Seat",1,"M","202-224-5623","202-226-6866","https://www.young.senate.gov","https://www.young.senate.gov/contact","400 Russell Senate Office Building","Y000064",120345,"H0IN09070",412428,"N00030670","SenToddYoung","http://www.opencongress.org/wiki/Todd_Young","http://youtube.com/RepToddYoung","SenatorToddYoung",NA,"III","1972-08-24","Sen.Young@opencongress.org"
"951","Rep","Ted","S.","Yoho","","","R","FL","3",1,"M","202-225-5744","","https://yoho.house.gov","","511 Cannon House Office Building","Y000065",137622,"H2FL06109",412525,"N00033220","RepTedYoho","","http://youtube.com/RepTedYoho","CongressmanTedYoho",NA,"","1955-04-13","Rep.Yoho@opencongress.org"
